post_id,post_date,post_type,reach,click,likes,comments,share,reaction
528,2024-01-18,article,571765,5718,51459.0,87,19,81
529,2024-03-11,promo,556708,22268,5567.0,257,87,35
530,2024-01-06,article,3909,195,235.0,185,17,282
531,2024-02-28,promo,525,0,16.0,12,26,308
532,2024-03-24,article,7011,210,140.0,140,81,139
533,2024-03-06,promo,288206,14410,2882.0,213,50,120
534,2024-02-01,promo,934633,18693,46732.0,62,3,177
535,2024-02-09,article,6850,0,480.0,290,99,236
536,2024-03-11,short,57856,5207,1157.0,246,98,133
537,2024-02-08,short,588,41,35.0,12,10,245
538,2024-03-10,short,280839,28084,28084.0,195,65,255
539,2024-01-27,short,7017,351,0.0,153,78,279
540,2024-03-23,article,279654,11186,0.0,293,96,143
541,2024-03-17,article,473007,42571,33110.0,85,41,499
542,2024-01-01,promo,898095,17962,0.0,252,83,45
543,2024-02-12,promo,669614,53569,60265.0,181,1,498
544,2024-01-16,article,845,8,8.0,297,78,411
545,2024-01-21,article,5364,107,536.0,57,53,348
546,2024-03-21,short,354852,3549,28388.0,238,56,130
547,2024-01-25,article,9315,373,745.0,164,67,126
548,2024-03-23,promo,3858,270,270.0,78,79,12
549,2024-01-13,article,2230,67,22.0,246,61,27
550,2024-02-09,short,866050,0,86605.0,59,86,0
551,2024-03-08,short,380,4,19.0,272,72,127
552,2024-02-07,promo,6480,518,389.0,200,99,262
553,2024-02-01,promo,402950,20148,36266.0,151,32,155
554,2024-02-17,promo,502,0,25.0,296,68,320
555,2024-01-30,article,4086,409,327.0,41,77,452
556,2024-03-01,article,8993,899,360.0,108,4,52
557,2024-03-13,article,4355,44,87.0,77,13,2
558,2024-01-14,short,58,5,0.0,187,29,276
559,2024-02-23,promo,264,11,26.0,232,0,287
560,2024-01-17,short,4037,242,121.0,194,65,131
561,2024-02-23,short,569609,39873,28480.0,228,54,307
562,2024-01-11,promo,9566,957,0.0,160,10,474
563,2024-01-22,short,860,34,52.0,195,56,232
564,2024-03-01,short,105,9,9.0,45,19,299
565,2024-01-04,short,395,32,12.0,39,27,345
566,2024-01-22,short,7129,499,143.0,134,15,497
567,2024-01-06,article,247,5,2.0,294,21,228
568,2024-01-14,article,2548,153,255.0,123,82,49
569,2024-03-14,promo,6416,449,192.0,51,14,353
570,2024-03-25,article,843117,33725,67449.0,51,50,49
571,2024-01-16,promo,5071,0,0.0,40,63,181
572,2024-03-25,promo,3129,282,282.0,243,47,47
573,2024-01-05,article,2584,52,181.0,121,20,195
574,2024-03-15,short,8429,674,506.0,186,66,500
575,2024-03-30,short,451,36,23.0,63,41,243
576,2024-02-04,promo,776383,54347,7764.0,77,26,418
577,2024-02-06,promo,1522,30,137.0,55,1,399
578,2024-02-27,short,5796,58,464.0,175,85,354
579,2024-03-27,promo,19165,1342,1150.0,43,92,448
580,2024-03-11,promo,4665,420,373.0,169,88,291
581,2024-03-01,promo,860,60,52.0,91,62,134
582,2024-01-22,article,4736,47,47.0,230,16,255
583,2024-01-23,article,36487,2919,1459.0,38,60,487
584,2024-01-03,promo,495190,4952,14856.0,149,78,24
585,2024-01-29,article,923381,9234,64637.0,51,40,264
586,2024-02-14,promo,225,14,22.0,275,28,424
587,2024-03-08,short,615808,36948,36948.0,92,49,189
588,2024-01-10,article,350,0,7.0,289,62,326
589,2024-01-10,promo,153,2,11.0,108,33,74
590,2024-01-13,short,2048,143,102.0,157,81,20
591,2024-03-28,short,5875,59,352.0,206,22,201
592,2024-03-30,article,9820,393,884.0,41,21,467
593,2024-03-27,short,931676,74534,27950.0,92,49,164
594,2024-01-05,short,3164,158,221.0,53,66,361
595,2024-02-21,promo,56,1,5.0,132,36,207
596,2024-01-08,article,972,39,10.0,278,65,124
597,2024-02-16,short,4508,406,0.0,25,65,162
598,2024-01-19,promo,4452,89,178.0,218,95,383
599,2024-03-24,short,5344,160,534.0,121,95,477
600,2024-01-27,short,4739,332,0.0,185,26,290
601,2024-03-30,short,183574,5507,9179.0,76,61,305
602,2024-01-20,short,516,26,26.0,7,54,279
603,2024-02-01,promo,3501,105,35.0,286,42,381
604,2024-02-04,promo,67,4,5.0,221,29,373
605,2024-02-22,promo,3129,219,0.0,181,17,458
606,2024-03-20,short,466003,27960,46600.0,200,11,170
607,2024-03-22,promo,62,1,4.0,260,7,500
608,2024-02-08,article,243945,12197,4879.0,217,40,276
609,2024-01-03,promo,2672,80,240.0,250,50,121
610,2024-01-30,article,685184,54815,54815.0,286,4,86
611,2024-03-08,promo,837117,50227,33485.0,224,85,374
612,2024-03-10,short,387097,3871,27097.0,193,22,197
613,2024-02-12,short,893,9,63.0,226,100,275
614,2024-02-12,short,2899,29,290.0,296,49,401
615,2024-01-23,short,959,38,96.0,144,66,133
616,2024-01-07,promo,642,6,13.0,41,20,107
617,2024-02-16,short,6238,499,561.0,68,3,433
618,2024-03-25,article,2684,134,54.0,173,30,365
619,2024-01-13,article,1571,157,126.0,299,98,26
620,2024-03-09,article,504,15,40.0,141,0,343
621,2024-03-25,promo,128671,0,5147.0,222,0,150
622,2024-01-06,short,456420,27385,45642.0,59,32,344
623,2024-03-24,article,312,3,25.0,106,91,495
624,2024-02-15,short,562935,0,39405.0,118,12,264
625,2024-01-31,short,984833,78787,9848.0,142,76,126
626,2024-01-06,article,3631,73,145.0,82,7,426
627,2024-03-30,short,9264,93,185.0,118,1,117
628,2024-01-23,article,2059,62,21.0,211,13,94
629,2024-02-18,article,4244,212,42.0,202,45,387
630,2024-01-15,promo,1687,84,152.0,238,20,150
631,2024-02-21,short,1086,98,43.0,70,100,245
632,2024-02-11,promo,2192,44,44.0,150,40,402
633,2024-03-28,promo,4097,41,123.0,90,78,164
634,2024-03-27,article,2403,120,0.0,232,42,414
635,2024-03-10,short,1172,12,82.0,61,97,446
636,2024-01-26,promo,726,73,7.0,9,86,101
637,2024-03-09,short,4189,0,293.0,201,33,439
638,2024-01-08,article,934,0,37.0,201,47,187
639,2024-03-19,short,213481,4270,0.0,42,89,11
640,2024-01-10,promo,2418,97,242.0,294,51,330
641,2024-01-04,short,3974,0,79.0,199,99,175
642,2024-01-26,short,176,4,7.0,19,5,253
643,2024-02-14,article,2223,67,200.0,0,78,185
644,2024-02-11,short,415,25,29.0,224,82,330
645,2024-01-23,short,3072,92,61.0,130,13,198
646,2024-01-23,promo,3692,111,74.0,61,11,33
647,2024-01-09,short,723831,65145,14477.0,124,70,47
648,2024-01-23,promo,6858,411,411.0,28,27,348
649,2024-01-19,short,1536,138,77.0,231,96,459
650,2024-02-29,short,481,10,14.0,31,88,456
651,2024-02-07,promo,931287,18626,65190.0,138,66,462
652,2024-03-14,article,4874,49,146.0,6,32,68
653,2024-03-22,article,181,16,7.0,299,69,270
654,2024-03-14,promo,69,6,1.0,152,92,261
655,2024-02-04,promo,3668,0,37.0,52,9,444
656,2024-03-27,promo,244,17,15.0,214,63,415
657,2024-01-04,article,1812,145,163.0,293,92,95
658,2024-01-24,promo,788350,39418,39418.0,277,97,153
659,2024-02-09,promo,4995,250,250.0,91,73,230
660,2024-03-08,promo,463616,9272,4636.0,143,0,127
661,2024-01-21,article,580434,0,46435.0,266,100,375
662,2024-03-01,short,8551,684,257.0,47,89,242
663,2024-03-26,promo,437,4,4.0,59,17,71
664,2024-01-13,article,4544,45,91.0,115,4,420
665,2024-03-24,short,2822,254,141.0,295,62,73
666,2024-03-05,short,636036,57243,6360.0,94,84,49
667,2024-01-28,article,895127,35805,26854.0,142,69,133
668,2024-01-20,short,5079,254,51.0,54,87,82
669,2024-02-17,promo,4619,139,370.0,20,57,10
670,2024-01-24,short,7946,636,159.0,96,36,468
671,2024-02-29,article,1435,144,100.0,192,84,239
672,2024-01-18,promo,1136,102,23.0,239,2,228
673,2024-03-24,short,2484,124,25.0,138,63,265
674,2024-03-30,promo,7378,516,590.0,227,37,185
675,2024-01-25,short,7170,72,574.0,279,64,135
676,2024-01-21,article,988,10,10.0,187,100,378
677,2024-03-02,promo,158,6,5.0,220,96,468
678,2024-03-05,promo,86,4,8.0,155,86,169
679,2024-01-24,article,2979,149,60.0,88,15,486
680,2024-01-25,article,2900,261,261.0,241,37,130
681,2024-03-23,promo,3637,109,109.0,199,45,495
682,2024-01-01,promo,156,14,14.0,178,6,163
683,2024-03-19,promo,79,6,3.0,13,82,3
684,2024-01-11,article,619,31,12.0,47,21,97
685,2024-02-01,short,298,9,18.0,203,73,207
686,2024-01-11,short,88183,882,0.0,261,72,195
687,2024-03-14,article,3940,197,79.0,297,31,457
688,2024-02-05,article,3976,278,278.0,57,46,51
689,2024-01-17,promo,656,33,46.0,261,68,201
690,2024-02-21,promo,655565,65556,26223.0,56,51,370
691,2024-01-14,article,8986,809,180.0,48,81,494
692,2024-01-08,short,589177,58918,5892.0,42,14,10
693,2024-02-21,promo,7447,447,223.0,285,23,422
694,2024-02-24,article,82,2,8.0,243,4,76
695,2024-03-04,promo,17414,348,871.0,150,30,480
696,2024-01-24,article,46787,3275,0.0,154,100,122
697,2024-03-16,promo,769,46,0.0,172,32,120
698,2024-03-03,short,771472,23144,77147.0,180,48,179
699,2024-01-01,promo,4124,41,330.0,80,19,180
700,2024-01-26,article,999,100,80.0,62,46,208
701,2024-01-12,promo,940,0,94.0,127,7,292
702,2024-01-15,article,339,20,31.0,48,45,145
703,2024-01-13,promo,2897,145,174.0,259,38,418
704,2024-03-15,short,821,25,74.0,23,14,166
705,2024-03-10,promo,3893,156,78.0,52,77,403
706,2024-01-13,short,4284,343,257.0,72,74,103
707,2024-03-31,promo,4774,430,239.0,252,50,271
708,2024-01-23,promo,869575,86958,78262.0,129,84,40
709,2024-01-03,promo,3371,0,236.0,141,45,366
710,2024-03-13,promo,7621,457,229.0,158,34,315
711,2024-03-11,article,910826,18217,36433.0,19,64,433
712,2024-02-06,article,1211,12,73.0,14,37,477
713,2024-03-08,short,2952,236,207.0,239,99,337
714,2024-03-25,article,727,15,15.0,24,43,378
715,2024-02-20,article,219,22,0.0,222,92,10
716,2024-03-22,article,1678,17,67.0,24,14,289
717,2024-01-02,short,5265,421,105.0,207,99,422
718,2024-02-23,short,7815,625,782.0,108,30,162
719,2024-01-03,article,703,35,7.0,161,38,347
720,2024-01-10,article,268828,10753,5377.0,35,4,308
721,2024-02-27,article,826,66,33.0,292,70,430
722,2024-03-20,article,2299,115,0.0,75,68,180
723,2024-01-19,promo,85149,2554,2554.0,160,39,478
724,2024-02-23,short,490,44,5.0,247,27,295
725,2024-02-02,promo,1299,0,78.0,143,58,400
726,2024-03-11,promo,977691,68438,48885.0,181,30,16
727,2024-02-01,short,6527,392,587.0,9,45,169
728,2024-02-02,short,129,4,8.0,151,84,498
729,2024-03-22,short,2966,237,208.0,111,34,449
730,2024-01-10,promo,9771,391,391.0,157,20,325
731,2024-01-06,article,7140,357,500.0,86,56,364
732,2024-03-17,article,3085,62,185.0,103,27,478
733,2024-03-08,promo,5483,439,110.0,246,80,207
734,2024-02-14,article,312496,6250,15625.0,122,53,165
735,2024-01-17,short,778,23,39.0,162,84,28
736,2024-02-27,article,731001,51170,0.0,8,51,441
737,2024-01-26,article,4695,94,470.0,271,18,251
738,2024-01-20,promo,5055,253,506.0,78,15,37
739,2024-03-28,article,4849,436,194.0,25,80,432
740,2024-03-21,promo,173090,10385,0.0,294,66,325
741,2024-02-25,short,4939,49,49.0,267,84,83
742,2024-02-08,promo,609,37,30.0,190,26,467
743,2024-03-24,promo,315,32,25.0,297,75,250
744,2024-01-16,short,1272,76,25.0,29,49,220
745,2024-03-03,article,377510,11325,18876.0,241,87,248
746,2024-01-13,short,929,65,28.0,290,22,467
747,2024-02-07,short,2203,44,176.0,114,68,320
748,2024-02-11,promo,3568,36,0.0,41,79,417
749,2024-03-30,short,6279,502,251.0,142,50,268
750,2024-02-29,promo,5831,408,0.0,118,81,255
751,2024-03-27,promo,672,54,67.0,178,75,336
752,2024-01-09,short,57,6,0.0,214,15,498
753,2024-03-14,article,929,9,37.0,135,9,239
754,2024-03-31,short,8368,837,837.0,74,15,3
755,2024-01-07,article,1900,171,76.0,106,74,38
756,2024-02-28,promo,839,0,8.0,251,67,20
757,2024-01-25,short,8855,443,0.0,105,12,347
758,2024-01-22,promo,385449,3854,15418.0,279,62,228
759,2024-03-24,short,248,10,22.0,269,16,482
760,2024-03-30,article,130,5,5.0,289,63,401
761,2024-01-02,promo,2290,114,160.0,55,56,308
762,2024-03-24,article,8980,718,539.0,218,63,162
763,2024-02-10,short,621,62,0.0,251,54,210
764,2024-03-01,short,9579,383,96.0,142,51,106
765,2024-01-15,article,1833,73,92.0,163,94,301
766,2024-03-23,promo,3760,113,150.0,147,78,434
767,2024-02-09,promo,3944,39,197.0,52,30,91
768,2024-02-18,promo,764259,61141,68783.0,185,73,452
769,2024-01-20,article,889,27,53.0,232,91,410
770,2024-01-30,promo,3960,198,40.0,80,85,425
771,2024-01-26,article,548,55,33.0,50,95,247
772,2024-02-01,short,3749,150,150.0,99,70,233
773,2024-03-11,article,4857,389,486.0,115,70,213
774,2024-01-15,article,8192,0,164.0,47,31,93
775,2024-02-28,promo,203,18,8.0,148,50,356
776,2024-02-17,promo,343180,20591,17159.0,6,28,252
777,2024-01-08,promo,813,24,33.0,41,23,41
778,2024-03-04,promo,7953,557,318.0,263,85,148
779,2024-02-09,short,3296,330,264.0,288,29,80
780,2024-02-28,short,478798,9576,14364.0,199,34,377
781,2024-01-20,short,1878,150,150.0,260,44,219
782,2024-01-23,short,1565,47,78.0,177,61,436
783,2024-01-23,promo,4859,194,194.0,226,27,478
784,2024-02-05,promo,153,12,9.0,294,64,164
785,2024-03-15,short,8335,83,0.0,163,47,194
786,2024-03-12,promo,8079,81,485.0,19,31,333
787,2024-01-02,article,1118,101,11.0,291,34,323
788,2024-01-15,short,6378,638,64.0,214,32,155
789,2024-03-25,promo,770454,77045,30818.0,194,35,289
790,2024-02-16,short,3304,165,264.0,182,34,90
791,2024-03-19,short,829,8,66.0,136,37,420
792,2024-02-21,short,129561,12956,0.0,273,65,138
793,2024-01-07,promo,2031,102,203.0,135,65,106
794,2024-01-05,article,5120,51,51.0,130,68,353
795,2024-02-24,article,929,65,37.0,108,93,244
796,2024-01-14,promo,1385,42,55.0,51,90,35
797,2024-03-07,short,5096,459,153.0,266,51,48
798,2024-02-25,short,525235,15757,31514.0,105,6,266
799,2024-02-15,article,924,9,92.0,39,35,385
800,2024-02-02,article,3974,278,79.0,237,30,301
801,2024-02-01,short,512,26,15.0,129,87,422
802,2024-03-20,article,99,9,0.0,24,15,314
803,2024-02-02,short,702,42,70.0,107,81,272
804,2024-01-29,article,802872,40144,64230.0,37,36,287
805,2024-03-30,promo,2575,180,180.0,6,43,166
806,2024-01-04,promo,795,48,8.0,290,9,190
807,2024-01-15,promo,8850,266,354.0,115,67,110
808,2024-01-23,promo,5989,60,120.0,230,95,433
809,2024-01-10,short,3070,215,31.0,73,4,14
810,2024-01-08,promo,6730,538,673.0,229,91,244
811,2024-03-31,short,3768,0,0.0,108,97,346
812,2024-02-24,article,5930,59,119.0,272,9,401
813,2024-02-27,short,744,0,37.0,106,6,160
814,2024-03-04,short,3804,0,76.0,45,30,448
815,2024-01-02,promo,577,35,46.0,179,79,316
816,2024-02-07,promo,503,50,0.0,126,46,477
817,2024-03-10,short,387,0,23.0,209,17,174
818,2024-03-29,short,2685,27,134.0,177,69,406
819,2024-03-27,article,675,68,34.0,226,26,197
820,2024-03-29,article,859,17,77.0,105,50,318
821,2024-01-26,article,4539,227,136.0,236,78,269
822,2024-01-06,article,679,68,0.0,43,27,24
823,2024-03-09,article,8835,0,707.0,190,91,252
824,2024-02-24,promo,169,7,17.0,154,51,388
825,2024-03-26,article,8672,260,260.0,53,50,438
826,2024-01-24,article,2380,143,214.0,4,40,178
827,2024-02-28,short,226604,11330,15862.0,225,1,223
828,2024-01-25,short,4350,218,44.0,84,86,393
829,2024-03-05,short,2561,128,102.0,32,63,384
830,2024-02-19,promo,7625,0,610.0,26,14,348
831,2024-03-20,promo,8666,520,693.0,140,58,15
832,2024-03-30,promo,458093,27486,13743.0,113,8,34
833,2024-01-05,article,9763,391,488.0,190,84,359
834,2024-02-11,short,893,54,63.0,23,37,195
835,2024-02-04,short,1256,13,75.0,52,95,178
836,2024-01-16,promo,4837,0,193.0,292,22,326
837,2024-01-20,short,7108,213,142.0,206,29,42
838,2024-01-04,promo,3031,212,303.0,41,68,282
839,2024-02-26,short,4539,318,318.0,137,0,275
840,2024-01-06,short,39313,3538,2359.0,148,22,303
841,2024-02-09,promo,4876,390,439.0,215,60,129
842,2024-01-10,article,790,32,55.0,210,98,391
843,2024-01-01,short,9739,0,195.0,276,89,259
844,2024-01-29,promo,536,48,43.0,56,33,245
845,2024-02-01,promo,4805,384,240.0,112,69,218
846,2024-01-03,promo,600341,36020,48027.0,187,13,232
847,2024-02-05,short,5047,202,454.0,203,75,441
848,2024-01-19,article,871251,78413,8713.0,241,34,183
849,2024-03-12,article,923,9,18.0,4,29,79
850,2024-01-04,promo,8987,809,270.0,251,91,142
851,2024-01-27,article,8833,530,0.0,47,69,213
852,2024-02-11,article,5177,155,362.0,268,25,38
853,2024-03-24,article,2955,89,0.0,76,99,352
854,2024-01-08,promo,6136,430,245.0,89,54,482
855,2024-01-29,promo,5121,154,205.0,208,44,87
856,2024-02-26,article,786,39,0.0,111,71,75
857,2024-01-30,article,1556,0,109.0,158,48,433
858,2024-01-08,article,3831,230,268.0,125,44,283
859,2024-03-04,short,2741,27,137.0,244,86,75
860,2024-03-15,short,536,54,11.0,103,45,73
861,2024-03-19,short,920,46,55.0,277,19,474
862,2024-01-11,short,6468,582,194.0,74,83,168
863,2024-02-29,promo,3159,95,284.0,160,67,199
864,2024-03-25,promo,8799,88,264.0,284,27,150
865,2024-03-02,article,657,26,7.0,137,47,395
866,2024-03-26,article,281651,11266,5633.0,280,4,471
867,2024-03-25,promo,3161,221,32.0,88,90,376
868,2024-02-27,short,1006,30,50.0,243,74,371
869,2024-02-22,short,774089,15482,77409.0,23,10,305
870,2024-03-11,promo,3624,145,181.0,4,48,166
871,2024-01-17,short,806437,24193,64515.0,67,53,412
872,2024-01-18,article,293595,20552,17616.0,98,63,129
873,2024-02-11,short,3079,277,92.0,99,46,381
874,2024-02-25,promo,469788,18792,42281.0,43,52,408
875,2024-02-16,promo,4794,288,384.0,198,76,289
876,2024-03-26,promo,3332,100,267.0,98,8,324
877,2024-03-31,short,344298,30987,6886.0,17,13,53
878,2024-01-09,promo,5009,150,501.0,49,18,413
879,2024-02-03,promo,1811,18,54.0,20,58,50
880,2024-01-19,article,2686,81,215.0,82,31,365
881,2024-03-29,short,7259,726,73.0,55,42,384
882,2024-01-28,promo,2279,114,46.0,211,28,337
883,2024-01-31,promo,1911,0,115.0,236,17,278
884,2024-01-06,promo,552,44,44.0,243,55,193
885,2024-03-16,promo,2915,58,146.0,208,1,165
886,2024-01-25,article,75995,0,5320.0,122,18,204
887,2024-01-23,short,1183,0,59.0,83,36,477
888,2024-03-08,article,172,14,9.0,212,11,193
889,2024-03-07,short,478,14,24.0,76,83,181
890,2024-03-16,article,935,37,65.0,69,53,159
891,2024-01-09,short,5624,506,0.0,145,82,134
892,2024-03-24,promo,2424,73,24.0,90,90,23
893,2024-01-17,short,5880,176,412.0,253,35,289
894,2024-01-26,article,347083,27767,20825.0,14,27,227
895,2024-01-02,promo,153,15,2.0,27,93,161
896,2024-02-07,promo,667,27,27.0,150,76,43
897,2024-01-12,article,7280,73,0.0,157,20,161
898,2024-02-23,short,7176,718,574.0,35,99,444
899,2024-03-16,article,888,89,62.0,50,40,32
900,2024-01-01,promo,9378,750,656.0,8,70,76
901,2024-01-18,short,108,10,1.0,157,9,47
902,2024-01-14,promo,696,14,49.0,180,14,55
903,2024-03-08,article,4275,0,256.0,93,1,87
904,2024-01-18,promo,909,91,91.0,100,57,408
905,2024-03-09,short,587,29,41.0,109,12,331
906,2024-01-20,article,2382,167,48.0,263,69,375
907,2024-01-30,promo,2452,245,245.0,76,100,65
908,2024-01-19,promo,610,18,30.0,28,25,15
909,2024-01-18,article,1100,55,88.0,100,17,159
910,2024-01-14,short,4851,388,194.0,138,98,204
911,2024-03-31,promo,973,88,97.0,95,23,296
912,2024-02-07,article,9657,676,193.0,265,8,111
913,2024-01-12,short,3079,154,277.0,96,84,100
914,2024-01-02,short,394,32,32.0,101,87,250
915,2024-03-02,short,579865,34792,40591.0,139,61,103
916,2024-01-04,promo,474122,14224,47412.0,124,84,145
917,2024-01-03,short,5235,0,471.0,213,39,55
918,2024-01-04,short,8142,326,81.0,271,50,197
919,2024-02-20,article,843935,50636,59075.0,129,36,35
920,2024-02-01,article,574,52,17.0,88,20,392
921,2024-03-14,article,877,61,61.0,262,4,342
922,2024-03-11,promo,331,7,0.0,196,84,158
923,2024-01-04,article,3662,293,256.0,94,43,328
924,2024-03-23,short,7799,468,624.0,278,8,60
925,2024-02-18,article,3904,39,117.0,102,57,388
926,2024-02-27,short,9704,679,194.0,0,10,194
927,2024-02-17,article,4488,90,135.0,29,30,85
928,2024-01-22,short,477,38,14.0,298,65,38
929,2024-01-23,promo,613504,55215,30675.0,147,37,253
930,2024-01-19,article,957974,0,67058.0,109,90,475
931,2024-02-19,promo,2467,222,148.0,67,88,393
932,2024-03-14,article,8758,525,263.0,95,75,391
933,2024-03-11,promo,145,3,13.0,35,21,55
934,2024-02-17,short,3680,258,184.0,254,34,348
935,2024-01-12,article,958684,38347,86282.0,95,52,500
936,2024-02-15,promo,4374,437,306.0,234,33,80
937,2024-02-02,short,2985,298,119.0,49,65,374
938,2024-03-16,promo,322,23,16.0,85,32,433
939,2024-02-22,short,435,17,26.0,128,99,219
940,2024-01-22,promo,361,36,29.0,164,66,437
941,2024-03-28,article,2403,96,168.0,13,25,387
942,2024-01-04,promo,599,42,0.0,218,66,395
943,2024-03-09,promo,4093,164,287.0,56,51,455
944,2024-03-19,promo,1979,59,198.0,103,90,184
945,2024-02-23,short,422110,21106,8442.0,124,80,439
946,2024-01-31,promo,3019,121,151.0,240,29,280
947,2024-01-25,short,105917,7414,7414.0,76,61,95
948,2024-01-24,short,6092,609,487.0,99,27,376
949,2024-03-04,article,663041,53043,19891.0,155,99,58
950,2024-02-21,article,1588,0,0.0,143,93,177
951,2024-01-28,article,7384,148,369.0,99,28,107
952,2024-03-03,promo,996,80,20.0,287,88,150
953,2024-03-03,short,8283,166,580.0,129,65,389
954,2024-01-21,promo,2802,196,168.0,263,68,52
955,2024-03-30,short,149123,1491,14912.0,234,84,340
956,2024-01-01,short,295312,11812,17719.0,228,52,152
957,2024-02-03,promo,316,16,3.0,116,43,287
958,2024-03-03,article,803435,40172,56240.0,70,14,210
959,2024-01-15,short,215735,19416,21574.0,105,90,180
960,2024-02-10,article,827,0,83.0,170,44,379
961,2024-02-08,short,7531,301,377.0,137,99,279
962,2024-03-15,article,523,42,37.0,53,47,49
963,2024-03-03,promo,122407,9793,7344.0,167,33,482
964,2024-02-13,article,149,0,4.0,140,59,366
965,2024-01-22,article,7560,680,302.0,260,39,22
966,2024-03-11,short,546,33,44.0,220,28,438
967,2024-03-12,article,1373,55,41.0,272,60,39
